update,mean_coopval,count,Hist_0.0,Hist_0.1,Hist_0.2,Hist_0.3,Hist_0.4,Hist_0.5,Hist_0.6,Hist_0.7,Hist_0.8,Hist_0.9
882,0.50118,10000,0,0,0,0,9996,4,0,0,0,0
883,0.501227,10000,0,0,0,0,9996,4,0,0,0,0
884,0.501266,10000,0,0,0,0,9996,4,0,0,0,0
885,0.501291,10000,0,0,0,0,9996,4,0,0,0,0
886,0.501247,10000,0,0,0,0,9996,4,0,0,0,0
887,0.501243,10000,0,0,0,0,9996,4,0,0,0,0
888,0.501264,10000,0,0,0,0,9994,6,0,0,0,0
889,0.501234,10000,0,0,0,0,9993,7,0,0,0,0
890,0.501228,10000,0,0,0,0,9991,9,0,0,0,0
891,0.501261,10000,0,0,0,0,9990,10,0,0,0,0
892,0.501224,10000,0,0,0,0,9991,9,0,0,0,0
893,0.501193,10000,0,0,0,0,9991,9,0,0,0,0
894,0.501204,10000,0,0,0,0,9991,9,0,0,0,0
895,0.501147,10000,0,0,0,0,9992,8,0,0,0,0
896,0.501078,10000,0,0,0,0,9994,6,0,0,0,0
897,0.501056,10000,0,0,0,0,9994,6,0,0,0,0
898,0.500943,10000,0,0,0,0,9993,7,0,0,0,0
899,0.500916,10000,0,0,0,0,9993,7,0,0,0,0
900,0.500885,10000,0,0,0,0,9992,8,0,0,0,0
901,0.500923,10000,0,0,0,0,9991,9,0,0,0,0
902,0.500928,10000,0,0,0,0,9991,9,0,0,0,0
903,0.500955,10000,0,0,0,0,9991,9,0,0,0,0
904,0.500891,10000,0,0,0,0,9992,8,0,0,0,0
905,0.500872,10000,0,0,0,0,9992,8,0,0,0,0
906,0.500834,10000,0,0,0,0,9992,8,0,0,0,0
907,0.500873,10000,0,0,0,0,9991,9,0,0,0,0
908,0.500762,10000,0,0,0,0,9990,10,0,0,0,0
909,0.50079,10000,0,0,0,0,9987,13,0,0,0,0
910,0.500751,10000,0,0,0,0,9988,12,0,0,0,0
911,0.500779,10000,0,0,0,0,9988,12,0,0,0,0
912,0.500767,10000,0,0,0,0,9988,12,0,0,0,0
913,0.500732,10000,0,0,0,0,9988,12,0,0,0,0
914,0.500692,10000,0,0,0,0,9990,10,0,0,0,0
915,0.500755,10000,0,0,0,0,9990,10,0,0,0,0
916,0.500712,10000,0,0,0,0,9990,10,0,0,0,0
917,0.500658,10000,0,0,0,0,9990,10,0,0,0,0
918,0.500664,10000,0,0,0,0,9989,11,0,0,0,0
919,0.500612,10000,0,0,0,0,9985,15,0,0,0,0
920,0.500691,10000,0,0,0,0,9984,16,0,0,0,0
921,0.500693,10000,0,0,0,0,9984,16,0,0,0,0
922,0.500701,10000,0,0,0,0,9985,15,0,0,0,0
923,0.500687,10000,0,0,0,0,9987,13,0,0,0,0
924,0.500702,10000,0,0,0,0,9987,13,0,0,0,0
925,0.500733,10000,0,0,0,0,9988,12,0,0,0,0
926,0.500709,10000,0,0,0,0,9988,12,0,0,0,0
927,0.500652,10000,0,0,0,0,9989,11,0,0,0,0
928,0.500598,10000,0,0,0,0,9988,12,0,0,0,0
929,0.500626,10000,0,0,0,0,9986,14,0,0,0,0
930,0.500652,10000,0,0,0,0,9988,12,0,0,0,0
931,0.500632,10000,0,0,0,0,9988,12,0,0,0,0
932,0.500574,10000,0,0,0,0,9989,11,0,0,0,0
933,0.500515,10000,0,0,0,0,9990,10,0,0,0,0
934,0.500512,10000,0,0,0,0,9991,9,0,0,0,0
935,0.500468,10000,0,0,0,0,9993,7,0,0,0,0
936,0.500432,10000,0,0,0,0,9993,7,0,0,0,0
937,0.500368,10000,0,0,0,0,9992,8,0,0,0,0
938,0.50038,10000,0,0,0,0,9990,10,0,0,0,0
939,0.500444,10000,0,0,0,0,9987,13,0,0,0,0
940,0.500544,10000,0,0,0,0,9988,12,0,0,0,0
941,0.500567,10000,0,0,0,0,9988,12,0,0,0,0
942,0.500484,10000,0,0,0,0,9988,12,0,0,0,0
943,0.50046,10000,0,0,0,0,9988,12,0,0,0,0
944,0.500371,10000,0,0,0,0,9990,10,0,0,0,0
945,0.500464,10000,0,0,0,0,9990,10,0,0,0,0
946,0.500406,10000,0,0,0,0,9991,9,0,0,0,0
947,0.500387,10000,0,0,0,0,9990,10,0,0,0,0
948,0.50035,10000,0,0,0,0,9992,8,0,0,0,0
949,0.500318,10000,0,0,0,0,9988,12,0,0,0,0
950,0.500356,10000,0,0,0,0,9988,12,0,0,0,0
951,0.500331,10000,0,0,0,0,9989,11,0,0,0,0
952,0.500305,10000,0,0,0,0,9991,9,0,0,0,0
953,0.500356,10000,0,0,0,0,9991,9,0,0,0,0
954,0.500331,10000,0,0,0,0,9994,6,0,0,0,0
955,0.500379,10000,0,0,0,0,9994,6,0,0,0,0
956,0.500297,10000,0,0,0,0,9994,6,0,0,0,0
957,0.500319,10000,0,0,0,0,9996,4,0,0,0,0
958,0.500333,10000,0,0,0,0,9994,6,0,0,0,0
959,0.500378,10000,0,0,0,0,9993,7,0,0,0,0
960,0.500555,10000,0,0,0,0,9993,7,0,0,0,0
961,0.500587,10000,0,0,0,0,9993,7,0,0,0,0
962,0.500484,10000,0,0,0,0,9994,6,0,0,0,0
963,0.500496,10000,0,0,0,0,9995,5,0,0,0,0
964,0.500581,10000,0,0,0,0,9995,5,0,0,0,0
965,0.500623,10000,0,0,0,0,9996,4,0,0,0,0
966,0.500612,10000,0,0,0,0,9996,4,0,0,0,0
967,0.500431,10000,0,0,0,0,9995,5,0,0,0,0
968,0.500451,10000,0,0,0,0,9994,6,0,0,0,0
969,0.50049,10000,0,0,0,0,9993,7,0,0,0,0
970,0.500503,10000,0,0,0,0,9995,5,0,0,0,0
971,0.500498,10000,0,0,0,0,9995,5,0,0,0,0
972,0.500508,10000,0,0,0,0,9995,5,0,0,0,0
973,0.500543,10000,0,0,0,0,9995,5,0,0,0,0
974,0.500598,10000,0,0,0,0,9995,5,0,0,0,0
975,0.500602,10000,0,0,0,0,9995,5,0,0,0,0
976,0.500591,10000,0,0,0,0,9995,5,0,0,0,0
977,0.500464,10000,0,0,0,0,9993,7,0,0,0,0
978,0.500418,10000,0,0,0,0,9992,8,0,0,0,0
979,0.500502,10000,0,0,0,0,9991,9,0,0,0,0
980,0.500506,10000,0,0,0,0,9992,8,0,0,0,0
981,0.50046,10000,0,0,0,0,9994,6,0,0,0,0
982,0.500426,10000,0,0,0,0,9994,6,0,0,0,0
983,0.500424,10000,0,0,0,0,9995,5,0,0,0,0
984,0.500497,10000,0,0,0,0,9995,5,0,0,0,0
985,0.500515,10000,0,0,0,0,9995,5,0,0,0,0
986,0.500441,10000,0,0,0,0,9995,5,0,0,0,0
987,0.500382,10000,0,0,0,0,9995,5,0,0,0,0
988,0.50038,10000,0,0,0,0,9990,10,0,0,0,0
989,0.500424,10000,0,0,0,0,9991,9,0,0,0,0
990,0.500484,10000,0,0,0,0,9991,9,0,0,0,0
991,0.500464,10000,0,0,0,0,9991,9,0,0,0,0
992,0.500482,10000,0,0,0,0,9991,9,0,0,0,0
993,0.500475,10000,0,0,0,0,9991,9,0,0,0,0
994,0.500537,10000,0,0,0,0,9992,8,0,0,0,0
995,0.500555,10000,0,0,0,0,9992,8,0,0,0,0
996,0.500504,10000,0,0,0,0,9992,8,0,0,0,0
997,0.500436,10000,0,0,0,0,9991,9,0,0,0,0
998,0.500434,10000,0,0,0,0,9986,14,0,0,0,0
999,0.500507,10000,0,0,0,0,9987,13,0,0,0,0
