update,mean_coopval,count,Hist_0.0,Hist_0.1,Hist_0.2,Hist_0.3,Hist_0.4,Hist_0.5,Hist_0.6,Hist_0.7,Hist_0.8,Hist_0.9
434,0.501003,10000,0,0,0,0,10000,0,0,0,0,0
435,0.500929,10000,0,0,0,0,10000,0,0,0,0,0
436,0.500946,10000,0,0,0,0,10000,0,0,0,0,0
437,0.500948,10000,0,0,0,0,10000,0,0,0,0,0
438,0.501013,10000,0,0,0,0,10000,0,0,0,0,0
439,0.501029,10000,0,0,0,0,10000,0,0,0,0,0
440,0.501087,10000,0,0,0,0,10000,0,0,0,0,0
441,0.501138,10000,0,0,0,0,10000,0,0,0,0,0
442,0.501131,10000,0,0,0,0,10000,0,0,0,0,0
443,0.501112,10000,0,0,0,0,10000,0,0,0,0,0
444,0.501083,10000,0,0,0,0,10000,0,0,0,0,0
445,0.501031,10000,0,0,0,0,10000,0,0,0,0,0
446,0.50104,10000,0,0,0,0,10000,0,0,0,0,0
447,0.500942,10000,0,0,0,0,10000,0,0,0,0,0
448,0.500992,10000,0,0,0,0,10000,0,0,0,0,0
449,0.500966,10000,0,0,0,0,10000,0,0,0,0,0
450,0.501004,10000,0,0,0,0,10000,0,0,0,0,0
451,0.50102,10000,0,0,0,0,10000,0,0,0,0,0
452,0.501026,10000,0,0,0,0,10000,0,0,0,0,0
453,0.501046,10000,0,0,0,0,10000,0,0,0,0,0
454,0.501041,10000,0,0,0,0,10000,0,0,0,0,0
455,0.50098,10000,0,0,0,0,10000,0,0,0,0,0
456,0.501033,10000,0,0,0,0,10000,0,0,0,0,0
457,0.501055,10000,0,0,0,0,10000,0,0,0,0,0
458,0.501119,10000,0,0,0,0,10000,0,0,0,0,0
459,0.50115,10000,0,0,0,0,10000,0,0,0,0,0
460,0.501136,10000,0,0,0,0,10000,0,0,0,0,0
461,0.501128,10000,0,0,0,0,10000,0,0,0,0,0
462,0.501123,10000,0,0,0,0,10000,0,0,0,0,0
463,0.501132,10000,0,0,0,0,10000,0,0,0,0,0
464,0.501106,10000,0,0,0,0,10000,0,0,0,0,0
465,0.501094,10000,0,0,0,0,10000,0,0,0,0,0
466,0.501129,10000,0,0,0,0,10000,0,0,0,0,0
467,0.501188,10000,0,0,0,0,10000,0,0,0,0,0
468,0.501245,10000,0,0,0,0,10000,0,0,0,0,0
469,0.501227,10000,0,0,0,0,10000,0,0,0,0,0
470,0.501226,10000,0,0,0,0,10000,0,0,0,0,0
471,0.501244,10000,0,0,0,0,10000,0,0,0,0,0
472,0.50126,10000,0,0,0,0,10000,0,0,0,0,0
473,0.501297,10000,0,0,0,0,10000,0,0,0,0,0
474,0.501299,10000,0,0,0,0,10000,0,0,0,0,0
475,0.50123,10000,0,0,0,0,10000,0,0,0,0,0
476,0.501287,10000,0,0,0,0,10000,0,0,0,0,0
477,0.501322,10000,0,0,0,0,10000,0,0,0,0,0
478,0.501375,10000,0,0,0,0,10000,0,0,0,0,0
479,0.501364,10000,0,0,0,0,10000,0,0,0,0,0
480,0.501328,10000,0,0,0,0,10000,0,0,0,0,0
481,0.501332,10000,0,0,0,0,10000,0,0,0,0,0
482,0.501305,10000,0,0,0,0,10000,0,0,0,0,0
483,0.501265,10000,0,0,0,0,10000,0,0,0,0,0
484,0.501248,10000,0,0,0,0,10000,0,0,0,0,0
485,0.501197,10000,0,0,0,0,10000,0,0,0,0,0
486,0.501298,10000,0,0,0,0,10000,0,0,0,0,0
487,0.501277,10000,0,0,0,0,10000,0,0,0,0,0
488,0.501301,10000,0,0,0,0,10000,0,0,0,0,0
489,0.501294,10000,0,0,0,0,10000,0,0,0,0,0
490,0.501261,10000,0,0,0,0,10000,0,0,0,0,0
491,0.501245,10000,0,0,0,0,10000,0,0,0,0,0
492,0.501221,10000,0,0,0,0,10000,0,0,0,0,0
493,0.501202,10000,0,0,0,0,10000,0,0,0,0,0
494,0.501224,10000,0,0,0,0,10000,0,0,0,0,0
495,0.501215,10000,0,0,0,0,10000,0,0,0,0,0
496,0.501273,10000,0,0,0,0,10000,0,0,0,0,0
497,0.501265,10000,0,0,0,0,10000,0,0,0,0,0
498,0.501294,10000,0,0,0,0,10000,0,0,0,0,0
499,0.501315,10000,0,0,0,0,10000,0,0,0,0,0
500,0.501358,10000,0,0,0,0,10000,0,0,0,0,0
501,0.501283,10000,0,0,0,0,10000,0,0,0,0,0
502,0.501312,10000,0,0,0,0,10000,0,0,0,0,0
503,0.50134,10000,0,0,0,0,10000,0,0,0,0,0
504,0.501353,10000,0,0,0,0,10000,0,0,0,0,0
505,0.501379,10000,0,0,0,0,10000,0,0,0,0,0
506,0.501434,10000,0,0,0,0,10000,0,0,0,0,0
507,0.501474,10000,0,0,0,0,10000,0,0,0,0,0
508,0.501551,10000,0,0,0,0,10000,0,0,0,0,0
509,0.501524,10000,0,0,0,0,10000,0,0,0,0,0
510,0.501553,10000,0,0,0,0,10000,0,0,0,0,0
511,0.501478,10000,0,0,0,0,10000,0,0,0,0,0
512,0.501502,10000,0,0,0,0,10000,0,0,0,0,0
513,0.501551,10000,0,0,0,0,10000,0,0,0,0,0
514,0.501541,10000,0,0,0,0,10000,0,0,0,0,0
515,0.501592,10000,0,0,0,0,10000,0,0,0,0,0
516,0.501635,10000,0,0,0,0,10000,0,0,0,0,0
517,0.501633,10000,0,0,0,0,10000,0,0,0,0,0
518,0.501572,10000,0,0,0,0,10000,0,0,0,0,0
519,0.501551,10000,0,0,0,0,10000,0,0,0,0,0
520,0.501585,10000,0,0,0,0,10000,0,0,0,0,0
521,0.501539,10000,0,0,0,0,10000,0,0,0,0,0
522,0.501559,10000,0,0,0,0,10000,0,0,0,0,0
523,0.501614,10000,0,0,0,0,10000,0,0,0,0,0
524,0.501623,10000,0,0,0,0,10000,0,0,0,0,0
525,0.501626,10000,0,0,0,0,10000,0,0,0,0,0
526,0.501728,10000,0,0,0,0,10000,0,0,0,0,0
527,0.501715,10000,0,0,0,0,10000,0,0,0,0,0
528,0.501728,10000,0,0,0,0,10000,0,0,0,0,0
529,0.501721,10000,0,0,0,0,10000,0,0,0,0,0
530,0.501701,10000,0,0,0,0,10000,0,0,0,0,0
531,0.501665,10000,0,0,0,0,10000,0,0,0,0,0
532,0.501692,10000,0,0,0,0,10000,0,0,0,0,0
533,0.501702,10000,0,0,0,0,10000,0,0,0,0,0
534,0.501754,10000,0,0,0,0,10000,0,0,0,0,0
535,0.501781,10000,0,0,0,0,10000,0,0,0,0,0
536,0.501776,10000,0,0,0,0,10000,0,0,0,0,0
537,0.501727,10000,0,0,0,0,10000,0,0,0,0,0
538,0.501746,10000,0,0,0,0,10000,0,0,0,0,0
539,0.50169,10000,0,0,0,0,10000,0,0,0,0,0
540,0.501693,10000,0,0,0,0,10000,0,0,0,0,0
541,0.501637,10000,0,0,0,0,10000,0,0,0,0,0
542,0.50165,10000,0,0,0,0,10000,0,0,0,0,0
543,0.501686,10000,0,0,0,0,10000,0,0,0,0,0
544,0.501709,10000,0,0,0,0,10000,0,0,0,0,0
545,0.501778,10000,0,0,0,0,10000,0,0,0,0,0
546,0.50182,10000,0,0,0,0,10000,0,0,0,0,0
547,0.501734,10000,0,0,0,0,10000,0,0,0,0,0
548,0.50176,10000,0,0,0,0,10000,0,0,0,0,0
549,0.501759,10000,0,0,0,0,10000,0,0,0,0,0
550,0.501732,10000,0,0,0,0,10000,0,0,0,0,0
551,0.501654,10000,0,0,0,0,10000,0,0,0,0,0
552,0.501716,10000,0,0,0,0,10000,0,0,0,0,0
553,0.501776,10000,0,0,0,0,10000,0,0,0,0,0
554,0.501785,10000,0,0,0,0,10000,0,0,0,0,0
555,0.501819,10000,0,0,0,0,10000,0,0,0,0,0
556,0.501855,10000,0,0,0,0,10000,0,0,0,0,0
557,0.501801,10000,0,0,0,0,10000,0,0,0,0,0
558,0.501782,10000,0,0,0,0,10000,0,0,0,0,0
559,0.501795,10000,0,0,0,0,10000,0,0,0,0,0
560,0.501742,10000,0,0,0,0,10000,0,0,0,0,0
561,0.501707,10000,0,0,0,0,10000,0,0,0,0,0
562,0.501694,10000,0,0,0,0,10000,0,0,0,0,0
563,0.501691,10000,0,0,0,0,10000,0,0,0,0,0
564,0.501748,10000,0,0,0,0,10000,0,0,0,0,0
565,0.50171,10000,0,0,0,0,10000,0,0,0,0,0
566,0.501697,10000,0,0,0,0,10000,0,0,0,0,0
567,0.501686,10000,0,0,0,0,10000,0,0,0,0,0
568,0.501691,10000,0,0,0,0,10000,0,0,0,0,0
569,0.50169,10000,0,0,0,0,10000,0,0,0,0,0
570,0.50167,10000,0,0,0,0,10000,0,0,0,0,0
571,0.501614,10000,0,0,0,0,10000,0,0,0,0,0
572,0.501562,10000,0,0,0,0,10000,0,0,0,0,0
573,0.501589,10000,0,0,0,0,10000,0,0,0,0,0
574,0.501614,10000,0,0,0,0,10000,0,0,0,0,0
575,0.501648,10000,0,0,0,0,10000,0,0,0,0,0
576,0.501577,10000,0,0,0,0,10000,0,0,0,0,0
577,0.50156,10000,0,0,0,0,10000,0,0,0,0,0
578,0.501494,10000,0,0,0,0,10000,0,0,0,0,0
579,0.501566,10000,0,0,0,0,10000,0,0,0,0,0
580,0.501606,10000,0,0,0,0,10000,0,0,0,0,0
581,0.501609,10000,0,0,0,0,10000,0,0,0,0,0
582,0.501545,10000,0,0,0,0,10000,0,0,0,0,0
583,0.501618,10000,0,0,0,0,10000,0,0,0,0,0
584,0.501668,10000,0,0,0,0,10000,0,0,0,0,0
585,0.501643,10000,0,0,0,0,10000,0,0,0,0,0
586,0.501624,10000,0,0,0,0,10000,0,0,0,0,0
587,0.501648,10000,0,0,0,0,10000,0,0,0,0,0
588,0.50159,10000,0,0,0,0,10000,0,0,0,0,0
589,0.50163,10000,0,0,0,0,10000,0,0,0,0,0
590,0.501656,10000,0,0,0,0,10000,0,0,0,0,0
591,0.501699,10000,0,0,0,0,10000,0,0,0,0,0
592,0.501702,10000,0,0,0,0,10000,0,0,0,0,0
593,0.501745,10000,0,0,0,0,10000,0,0,0,0,0
594,0.501724,10000,0,0,0,0,10000,0,0,0,0,0
595,0.501679,10000,0,0,0,0,10000,0,0,0,0,0
596,0.501665,10000,0,0,0,0,10000,0,0,0,0,0
597,0.501651,10000,0,0,0,0,10000,0,0,0,0,0
598,0.501641,10000,0,0,0,0,10000,0,0,0,0,0
599,0.501623,10000,0,0,0,0,10000,0,0,0,0,0
600,0.501627,10000,0,0,0,0,10000,0,0,0,0,0
601,0.501612,10000,0,0,0,0,10000,0,0,0,0,0
602,0.501647,10000,0,0,0,0,10000,0,0,0,0,0
603,0.501657,10000,0,0,0,0,10000,0,0,0,0,0
604,0.501618,10000,0,0,0,0,10000,0,0,0,0,0
605,0.501481,10000,0,0,0,0,10000,0,0,0,0,0
606,0.501453,10000,0,0,0,0,10000,0,0,0,0,0
607,0.501481,10000,0,0,0,0,10000,0,0,0,0,0
608,0.50147,10000,0,0,0,0,10000,0,0,0,0,0
609,0.501484,10000,0,0,0,0,10000,0,0,0,0,0
610,0.501555,10000,0,0,0,0,10000,0,0,0,0,0
611,0.501565,10000,0,0,0,0,10000,0,0,0,0,0
612,0.501606,10000,0,0,0,0,10000,0,0,0,0,0
613,0.501608,10000,0,0,0,0,10000,0,0,0,0,0
614,0.501521,10000,0,0,0,0,10000,0,0,0,0,0
615,0.501423,10000,0,0,0,0,10000,0,0,0,0,0
616,0.501455,10000,0,0,0,0,10000,0,0,0,0,0
617,0.501467,10000,0,0,0,0,10000,0,0,0,0,0
618,0.50143,10000,0,0,0,0,10000,0,0,0,0,0
619,0.50141,10000,0,0,0,0,10000,0,0,0,0,0
620,0.501471,10000,0,0,0,0,10000,0,0,0,0,0
621,0.501521,10000,0,0,0,0,10000,0,0,0,0,0
622,0.501586,10000,0,0,0,0,10000,0,0,0,0,0
623,0.501585,10000,0,0,0,0,10000,0,0,0,0,0
624,0.501487,10000,0,0,0,0,10000,0,0,0,0,0
625,0.501464,10000,0,0,0,0,10000,0,0,0,0,0
626,0.501519,10000,0,0,0,0,10000,0,0,0,0,0
627,0.501485,10000,0,0,0,0,10000,0,0,0,0,0
628,0.501482,10000,0,0,0,0,10000,0,0,0,0,0
629,0.501414,10000,0,0,0,0,10000,0,0,0,0,0
630,0.501502,10000,0,0,0,0,10000,0,0,0,0,0
631,0.501443,10000,0,0,0,0,10000,0,0,0,0,0
632,0.501525,10000,0,0,0,0,10000,0,0,0,0,0
633,0.501573,10000,0,0,0,0,10000,0,0,0,0,0
634,0.501498,10000,0,0,0,0,10000,0,0,0,0,0
635,0.501403,10000,0,0,0,0,10000,0,0,0,0,0
636,0.501414,10000,0,0,0,0,10000,0,0,0,0,0
637,0.501442,10000,0,0,0,0,10000,0,0,0,0,0
638,0.501424,10000,0,0,0,0,10000,0,0,0,0,0
639,0.501393,10000,0,0,0,0,10000,0,0,0,0,0
640,0.501472,10000,0,0,0,0,10000,0,0,0,0,0
641,0.501443,10000,0,0,0,0,10000,0,0,0,0,0
642,0.501484,10000,0,0,0,0,10000,0,0,0,0,0
643,0.501451,10000,0,0,0,0,10000,0,0,0,0,0
644,0.501368,10000,0,0,0,0,10000,0,0,0,0,0
645,0.501325,10000,0,0,0,0,10000,0,0,0,0,0
646,0.501343,10000,0,0,0,0,10000,0,0,0,0,0
647,0.501345,10000,0,0,0,0,10000,0,0,0,0,0
648,0.501329,10000,0,0,0,0,10000,0,0,0,0,0
649,0.501331,10000,0,0,0,0,10000,0,0,0,0,0
650,0.501414,10000,0,0,0,0,10000,0,0,0,0,0
651,0.501391,10000,0,0,0,0,10000,0,0,0,0,0
652,0.501431,10000,0,0,0,0,10000,0,0,0,0,0
653,0.50138,10000,0,0,0,0,10000,0,0,0,0,0
654,0.501263,10000,0,0,0,0,10000,0,0,0,0,0
655,0.501236,10000,0,0,0,0,10000,0,0,0,0,0
656,0.501219,10000,0,0,0,0,10000,0,0,0,0,0
657,0.501244,10000,0,0,0,0,10000,0,0,0,0,0
658,0.501245,10000,0,0,0,0,10000,0,0,0,0,0
659,0.501306,10000,0,0,0,0,10000,0,0,0,0,0
660,0.501314,10000,0,0,0,0,10000,0,0,0,0,0
661,0.501331,10000,0,0,0,0,10000,0,0,0,0,0
662,0.501294,10000,0,0,0,0,10000,0,0,0,0,0
663,0.501236,10000,0,0,0,0,10000,0,0,0,0,0
664,0.501215,10000,0,0,0,0,10000,0,0,0,0,0
665,0.501153,10000,0,0,0,0,10000,0,0,0,0,0
666,0.501169,10000,0,0,0,0,10000,0,0,0,0,0
667,0.501188,10000,0,0,0,0,10000,0,0,0,0,0
668,0.501146,10000,0,0,0,0,10000,0,0,0,0,0
669,0.501192,10000,0,0,0,0,10000,0,0,0,0,0
670,0.501228,10000,0,0,0,0,10000,0,0,0,0,0
671,0.501233,10000,0,0,0,0,10000,0,0,0,0,0
672,0.501229,10000,0,0,0,0,10000,0,0,0,0,0
673,0.50116,10000,0,0,0,0,10000,0,0,0,0,0
674,0.501117,10000,0,0,0,0,10000,0,0,0,0,0
675,0.501053,10000,0,0,0,0,10000,0,0,0,0,0
676,0.501058,10000,0,0,0,0,10000,0,0,0,0,0
677,0.500994,10000,0,0,0,0,10000,0,0,0,0,0
678,0.501025,10000,0,0,0,0,10000,0,0,0,0,0
679,0.501041,10000,0,0,0,0,10000,0,0,0,0,0
680,0.501046,10000,0,0,0,0,10000,0,0,0,0,0
681,0.500976,10000,0,0,0,0,10000,0,0,0,0,0
682,0.500949,10000,0,0,0,0,10000,0,0,0,0,0
683,0.500939,10000,0,0,0,0,10000,0,0,0,0,0
684,0.500905,10000,0,0,0,0,10000,0,0,0,0,0
685,0.50093,10000,0,0,0,0,10000,0,0,0,0,0
686,0.500978,10000,0,0,0,0,10000,0,0,0,0,0
687,0.500935,10000,0,0,0,0,10000,0,0,0,0,0
688,0.501001,10000,0,0,0,0,10000,0,0,0,0,0
689,0.501037,10000,0,0,0,0,10000,0,0,0,0,0
690,0.501032,10000,0,0,0,0,10000,0,0,0,0,0
691,0.50095,10000,0,0,0,0,10000,0,0,0,0,0
692,0.500887,10000,0,0,0,0,10000,0,0,0,0,0
693,0.500838,10000,0,0,0,0,10000,0,0,0,0,0
694,0.50076,10000,0,0,0,0,10000,0,0,0,0,0
695,0.500821,10000,0,0,0,0,10000,0,0,0,0,0
696,0.500865,10000,0,0,0,0,10000,0,0,0,0,0
697,0.500884,10000,0,0,0,0,10000,0,0,0,0,0
698,0.501064,10000,0,0,0,0,10000,0,0,0,0,0
699,0.501041,10000,0,0,0,0,10000,0,0,0,0,0
700,0.501069,10000,0,0,0,0,10000,0,0,0,0,0
701,0.501019,10000,0,0,0,0,10000,0,0,0,0,0
702,0.500981,10000,0,0,0,0,10000,0,0,0,0,0
703,0.500961,10000,0,0,0,0,10000,0,0,0,0,0
704,0.500925,10000,0,0,0,0,10000,0,0,0,0,0
705,0.500993,10000,0,0,0,0,10000,0,0,0,0,0
706,0.501061,10000,0,0,0,0,10000,0,0,0,0,0
707,0.501086,10000,0,0,0,0,10000,0,0,0,0,0
708,0.501207,10000,0,0,0,0,10000,0,0,0,0,0
709,0.501217,10000,0,0,0,0,10000,0,0,0,0,0
710,0.501206,10000,0,0,0,0,10000,0,0,0,0,0
711,0.501116,10000,0,0,0,0,10000,0,0,0,0,0
712,0.500984,10000,0,0,0,0,10000,0,0,0,0,0
713,0.500903,10000,0,0,0,0,10000,0,0,0,0,0
714,0.500978,10000,0,0,0,0,10000,0,0,0,0,0
715,0.500982,10000,0,0,0,0,10000,0,0,0,0,0
716,0.501019,10000,0,0,0,0,10000,0,0,0,0,0
717,0.501024,10000,0,0,0,0,10000,0,0,0,0,0
718,0.501073,10000,0,0,0,0,10000,0,0,0,0,0
719,0.50112,10000,0,0,0,0,10000,0,0,0,0,0
720,0.50106,10000,0,0,0,0,10000,0,0,0,0,0
721,0.500989,10000,0,0,0,0,10000,0,0,0,0,0
722,0.500913,10000,0,0,0,0,10000,0,0,0,0,0
723,0.500831,10000,0,0,0,0,10000,0,0,0,0,0
724,0.5009,10000,0,0,0,0,10000,0,0,0,0,0
725,0.500948,10000,0,0,0,0,10000,0,0,0,0,0
726,0.501073,10000,0,0,0,0,10000,0,0,0,0,0
727,0.501149,10000,0,0,0,0,10000,0,0,0,0,0
728,0.501165,10000,0,0,0,0,10000,0,0,0,0,0
729,0.501191,10000,0,0,0,0,10000,0,0,0,0,0
730,0.501123,10000,0,0,0,0,10000,0,0,0,0,0
731,0.501046,10000,0,0,0,0,10000,0,0,0,0,0
732,0.50094,10000,0,0,0,0,10000,0,0,0,0,0
733,0.500921,10000,0,0,0,0,10000,0,0,0,0,0
734,0.500946,10000,0,0,0,0,10000,0,0,0,0,0
735,0.501081,10000,0,0,0,0,10000,0,0,0,0,0
736,0.501148,10000,0,0,0,0,10000,0,0,0,0,0
737,0.501179,10000,0,0,0,0,10000,0,0,0,0,0
738,0.501236,10000,0,0,0,0,10000,0,0,0,0,0
739,0.501225,10000,0,0,0,0,10000,0,0,0,0,0
740,0.501121,10000,0,0,0,0,10000,0,0,0,0,0
741,0.501094,10000,0,0,0,0,10000,0,0,0,0,0
742,0.500937,10000,0,0,0,0,10000,0,0,0,0,0
743,0.500964,10000,0,0,0,0,10000,0,0,0,0,0
744,0.500984,10000,0,0,0,0,10000,0,0,0,0,0
745,0.501058,10000,0,0,0,0,10000,0,0,0,0,0
746,0.50109,10000,0,0,0,0,10000,0,0,0,0,0
747,0.501112,10000,0,0,0,0,10000,0,0,0,0,0
748,0.501168,10000,0,0,0,0,10000,0,0,0,0,0
749,0.501144,10000,0,0,0,0,10000,0,0,0,0,0
750,0.501035,10000,0,0,0,0,10000,0,0,0,0,0
751,0.501007,10000,0,0,0,0,10000,0,0,0,0,0
752,0.500934,10000,0,0,0,0,10000,0,0,0,0,0
753,0.500879,10000,0,0,0,0,10000,0,0,0,0,0
754,0.500931,10000,0,0,0,0,10000,0,0,0,0,0
755,0.501051,10000,0,0,0,0,10000,0,0,0,0,0
756,0.501053,10000,0,0,0,0,10000,0,0,0,0,0
757,0.501101,10000,0,0,0,0,10000,0,0,0,0,0
758,0.501082,10000,0,0,0,0,10000,0,0,0,0,0
759,0.501136,10000,0,0,0,0,10000,0,0,0,0,0
760,0.501073,10000,0,0,0,0,10000,0,0,0,0,0
761,0.501008,10000,0,0,0,0,10000,0,0,0,0,0
762,0.500978,10000,0,0,0,0,10000,0,0,0,0,0
763,0.500999,10000,0,0,0,0,10000,0,0,0,0,0
764,0.501098,10000,0,0,0,0,10000,0,0,0,0,0
765,0.501197,10000,0,0,0,0,10000,0,0,0,0,0
766,0.501246,10000,0,0,0,0,10000,0,0,0,0,0
767,0.501306,10000,0,0,0,0,10000,0,0,0,0,0
768,0.501298,10000,0,0,0,0,10000,0,0,0,0,0
769,0.501303,10000,0,0,0,0,10000,0,0,0,0,0
770,0.501322,10000,0,0,0,0,10000,0,0,0,0,0
771,0.501253,10000,0,0,0,0,10000,0,0,0,0,0
772,0.501133,10000,0,0,0,0,10000,0,0,0,0,0
773,0.501089,10000,0,0,0,0,10000,0,0,0,0,0
774,0.50113,10000,0,0,0,0,10000,0,0,0,0,0
775,0.501182,10000,0,0,0,0,10000,0,0,0,0,0
776,0.501221,10000,0,0,0,0,10000,0,0,0,0,0
777,0.501181,10000,0,0,0,0,10000,0,0,0,0,0
778,0.50117,10000,0,0,0,0,10000,0,0,0,0,0
779,0.50115,10000,0,0,0,0,10000,0,0,0,0,0
780,0.501073,10000,0,0,0,0,10000,0,0,0,0,0
781,0.501031,10000,0,0,0,0,10000,0,0,0,0,0
782,0.500902,10000,0,0,0,0,10000,0,0,0,0,0
783,0.500953,10000,0,0,0,0,10000,0,0,0,0,0
784,0.501027,10000,0,0,0,0,10000,0,0,0,0,0
785,0.50112,10000,0,0,0,0,10000,0,0,0,0,0
786,0.501144,10000,0,0,0,0,10000,0,0,0,0,0
787,0.501203,10000,0,0,0,0,10000,0,0,0,0,0
788,0.501212,10000,0,0,0,0,10000,0,0,0,0,0
789,0.501239,10000,0,0,0,0,10000,0,0,0,0,0
790,0.501264,10000,0,0,0,0,10000,0,0,0,0,0
791,0.501187,10000,0,0,0,0,10000,0,0,0,0,0
792,0.501108,10000,0,0,0,0,10000,0,0,0,0,0
793,0.501144,10000,0,0,0,0,10000,0,0,0,0,0
794,0.501248,10000,0,0,0,0,10000,0,0,0,0,0
795,0.501299,10000,0,0,0,0,10000,0,0,0,0,0
796,0.501313,10000,0,0,0,0,10000,0,0,0,0,0
797,0.501333,10000,0,0,0,0,10000,0,0,0,0,0
798,0.501265,10000,0,0,0,0,10000,0,0,0,0,0
799,0.501253,10000,0,0,0,0,10000,0,0,0,0,0
800,0.501301,10000,0,0,0,0,10000,0,0,0,0,0
801,0.501225,10000,0,0,0,0,10000,0,0,0,0,0
802,0.501215,10000,0,0,0,0,10000,0,0,0,0,0
803,0.501255,10000,0,0,0,0,10000,0,0,0,0,0
804,0.501352,10000,0,0,0,0,10000,0,0,0,0,0
805,0.501395,10000,0,0,0,0,10000,0,0,0,0,0
806,0.501461,10000,0,0,0,0,10000,0,0,0,0,0
807,0.501369,10000,0,0,0,0,10000,0,0,0,0,0
808,0.501292,10000,0,0,0,0,10000,0,0,0,0,0
809,0.501199,10000,0,0,0,0,10000,0,0,0,0,0
810,0.501091,10000,0,0,0,0,10000,0,0,0,0,0
811,0.501066,10000,0,0,0,0,10000,0,0,0,0,0
812,0.501078,10000,0,0,0,0,10000,0,0,0,0,0
813,0.501186,10000,0,0,0,0,10000,0,0,0,0,0
814,0.501265,10000,0,0,0,0,10000,0,0,0,0,0
815,0.501253,10000,0,0,0,0,10000,0,0,0,0,0
816,0.501319,10000,0,0,0,0,10000,0,0,0,0,0
817,0.501188,10000,0,0,0,0,10000,0,0,0,0,0
818,0.501101,10000,0,0,0,0,10000,0,0,0,0,0
819,0.501074,10000,0,0,0,0,10000,0,0,0,0,0
820,0.500934,10000,0,0,0,0,10000,0,0,0,0,0
821,0.500976,10000,0,0,0,0,9999,1,0,0,0,0
822,0.50095,10000,0,0,0,0,9999,1,0,0,0,0
823,0.501018,10000,0,0,0,0,10000,0,0,0,0,0
824,0.501093,10000,0,0,0,0,10000,0,0,0,0,0
825,0.501102,10000,0,0,0,0,10000,0,0,0,0,0
826,0.501159,10000,0,0,0,0,10000,0,0,0,0,0
827,0.501134,10000,0,0,0,0,10000,0,0,0,0,0
828,0.501078,10000,0,0,0,0,10000,0,0,0,0,0
829,0.501002,10000,0,0,0,0,10000,0,0,0,0,0
830,0.50097,10000,0,0,0,0,10000,0,0,0,0,0
831,0.500966,10000,0,0,0,0,10000,0,0,0,0,0
832,0.500951,10000,0,0,0,0,10000,0,0,0,0,0
833,0.501016,10000,0,0,0,0,10000,0,0,0,0,0
834,0.501107,10000,0,0,0,0,10000,0,0,0,0,0
835,0.501127,10000,0,0,0,0,10000,0,0,0,0,0
836,0.501126,10000,0,0,0,0,10000,0,0,0,0,0
837,0.501053,10000,0,0,0,0,10000,0,0,0,0,0
838,0.500999,10000,0,0,0,0,10000,0,0,0,0,0
839,0.50099,10000,0,0,0,0,10000,0,0,0,0,0
840,0.500979,10000,0,0,0,0,10000,0,0,0,0,0
841,0.501009,10000,0,0,0,0,10000,0,0,0,0,0
842,0.500999,10000,0,0,0,0,10000,0,0,0,0,0
843,0.501109,10000,0,0,0,0,10000,0,0,0,0,0
844,0.501205,10000,0,0,0,0,10000,0,0,0,0,0
845,0.501196,10000,0,0,0,0,10000,0,0,0,0,0
846,0.501192,10000,0,0,0,0,10000,0,0,0,0,0
847,0.501067,10000,0,0,0,0,10000,0,0,0,0,0
848,0.501105,10000,0,0,0,0,10000,0,0,0,0,0
849,0.501125,10000,0,0,0,0,10000,0,0,0,0,0
850,0.501102,10000,0,0,0,0,10000,0,0,0,0,0
851,0.501107,10000,0,0,0,0,10000,0,0,0,0,0
852,0.501144,10000,0,0,0,0,10000,0,0,0,0,0
853,0.501283,10000,0,0,0,0,10000,0,0,0,0,0
854,0.501225,10000,0,0,0,0,10000,0,0,0,0,0
855,0.501224,10000,0,0,0,0,10000,0,0,0,0,0
856,0.501219,10000,0,0,0,0,10000,0,0,0,0,0
857,0.50118,10000,0,0,0,0,10000,0,0,0,0,0
858,0.501197,10000,0,0,0,0,10000,0,0,0,0,0
859,0.501091,10000,0,0,0,0,10000,0,0,0,0,0
860,0.501046,10000,0,0,0,0,10000,0,0,0,0,0
861,0.501006,10000,0,0,0,0,10000,0,0,0,0,0
862,0.501077,10000,0,0,0,0,10000,0,0,0,0,0
863,0.501134,10000,0,0,0,0,10000,0,0,0,0,0
864,0.501071,10000,0,0,0,0,10000,0,0,0,0,0
865,0.50106,10000,0,0,0,0,10000,0,0,0,0,0
866,0.501041,10000,0,0,0,0,10000,0,0,0,0,0
867,0.500975,10000,0,0,0,0,10000,0,0,0,0,0
868,0.501014,10000,0,0,0,0,10000,0,0,0,0,0
869,0.501106,10000,0,0,0,0,9999,1,0,0,0,0
870,0.501183,10000,0,0,0,0,9998,2,0,0,0,0
871,0.501177,10000,0,0,0,0,9999,1,0,0,0,0
872,0.501268,10000,0,0,0,0,9999,1,0,0,0,0
873,0.501292,10000,0,0,0,0,9999,1,0,0,0,0
874,0.501281,10000,0,0,0,0,9999,1,0,0,0,0
875,0.501235,10000,0,0,0,0,9999,1,0,0,0,0
876,0.501184,10000,0,0,0,0,9999,1,0,0,0,0
877,0.501161,10000,0,0,0,0,9999,1,0,0,0,0
878,0.501094,10000,0,0,0,0,9998,2,0,0,0,0
879,0.501119,10000,0,0,0,0,9996,4,0,0,0,0
880,0.501107,10000,0,0,0,0,9996,4,0,0,0,0
881,0.501108,10000,0,0,0,0,9995,5,0,0,0,0
